t,LowKsLowRes,LowKsMedRes,LowKsHighRes,HighKsLowRes,HighKsMedRes,HighKsHighRes
260,2.08158446039872,2.08018130689085,2.14538995887639,1.08199033393493,1.13659168429637,0.943272168620607
261,2.03019064250171,2.02959012320214,2.09401340523502,1.06258120574565,1.11549385569729,0.92493299737094
262,1.98014224788366,1.98032456867651,2.04397896938932,1.04362148682285,1.09490613827935,0.907064074451458
263,1.93140043792892,1.93234623627594,1.99524772217891,1.02509946974322,1.07481438825981,0.889650925818541
264,1.88392749467014,1.88561782884824,1.94778186353114,1.00700373564834,1.05520485582077,0.872679953067755
265,1.83768679792261,1.84010313635499,1.90154469890385,0.989323150970663,1.03606417706506,0.856137979650393
266,1.79264280175196,1.79576701246094,1.85650061511694,0.972046863774999,1.01737936581098,0.84001224122407
267,1.74876101042639,1.75257535063038,1.81261505571917,0.955164299764369,0.999137805263273,0.82429037487503
268,1.70600795398807,1.71049505986254,1.76985449602087,0.938665157995769,0.981327239595162,0.808960408280402
269,1.66435116356543,1.66949404018338,1.72818641791043,0.922539406347629,0.963935765472739,0.79401074886201
270,1.62375914653481,1.62954115799984,1.68757928455958,0.906777276776997,0.946951823551266,0.779430172977785
271,1.58420136162777,1.59060622141025,1.64800251511093,0.891369260402085,0.930364189969465,0.765207815189143
272,1.54564819407065,1.55265995555451,1.60942645943071,0.876306102441712,0.914161967865826,0.751333157637162
273,1.50807093083128,1.51567397807802,1.57182237299979,0.861578797041438,0.898334578938313,0.737796019555724
274,1.4714417360402,1.47962077477378,1.53516239200721,0.847178582012436,0.882871755066759,0.724586546944819
275,1.43573362664446,1.44447367546002,1.49941950870231,0.833096933507235,0.867763530014823,0.711695202423464
276,1.40092044834457,1.41020683014238,1.4645675470542,0.819325560654029,0.853000231226733,0.699112755278202
277,1.3669768518588,1.37679518550357,1.43058113876035,0.805856400168853,0.838572471731975,0.686830271719943
278,1.33387826955201,1.34421446175682,1.39743569964026,0.792681610963246,0.824471142169239,0.674839105359497
279,1.30160089246135,1.3124411298945,1.36510740644441,0.779793568762682,0.810687402939758,0.663130887909767
280,1.27012164774523,1.2814523893578,1.3335731741039,0.767184860749829,0.797212676498083,0.651697520119928
281,1.23941817657798,1.25122614614891,1.30281063344148,0.754848280244793,0.78403863978785,0.640531162946105
282,1.20946881250786,1.22174099140354,1.27279810936075,0.742776821432955,0.771157216827972,0.629624228960898
283,1.1802525602932,1.19297618043729,1.24351459952677,0.730963674150309,0.758560571454207,0.618969374002865
284,1.15174907522726,1.16491161227671,1.2149397535479,0.719402218734059,0.74624110021985,0.608559489065822
285,1.12393864296002,1.13752780968285,1.18705385266584,0.708086020945755,0.7341914254583,0.598387692427068
286,1.0968021598219,1.11080589967208,1.15983778995847,0.69700882697324,0.722404388509564,0.588447322012701
287,1.07032111365296,1.08472759453738,1.13327305105753,0.686164558516438,0.710873043111947,0.578731927997372
288,1.04447756513794,1.05927517337074,1.10734169538134,0.675547307961367,0.699590648959577,0.569235265635272
289,1.01925412964661,1.03443146408572,1.08202633788099,0.665151333646039,0.688550665425767,0.559951288318719
290,0.994633959576694,1.01017982593753,1.05731013129686,0.654971055221174,0.677746745451792,0.550874140859958
291,0.970600727195706,0.986504132536892,1.03317674892084,0.645001049108046,0.667172729600001,0.541998152992156
292,0.947138607976244,0.963388755352473,1.0096103678588,0.635236044055101,0.656822640269996,0.533317833084435
293,0.924232264418879,0.940818547695681,0.986595652786423,0.625670916794838,0.646690676076205,0.524827862066026
294,0.901866830355517,0.918778829180951,0.964117740191003,0.616300687801659,0.636771206384849,0.51652308755459
295,0.880027895725043,0.897255370653659,0.942162223090894,0.607120517151018,0.627058766007817,0.50839851818314
296,0.858701491813427,0.876234379577268,0.920715136223736,0.598125700480421,0.617548050051225,0.500449318120618
297,0.837874076948651,0.855702485870896,0.899762941694102,0.589311665051239,0.608233908915855,0.49267080178042
298,0.817532522641477,0.835646728187778,0.879292515070758,0.580673965911712,0.599111343446488,0.485058428711331
299,0.797664100162009,0.816054540625054,0.859291131923437,0.572208282159725,0.590175500227341,0.477607798665966
300,0.778256467541934,0.796913739854954,0.83974645478877,0.563910413304893,0.581421667020377,0.470314646840899
